Customer_Type,Type_of_Travel,Class,Departure_Delay,Arrival_Delay,Ease_of_Online_Booking,On_board_Service,Seat_Comfort,Cleanliness,Food_and_Drink,In_flight_Service,In_flight_Wifi_Service,In_flight_Entertainment,Baggage_Handling,Satisfaction
1,0,0,0.0,0.0,2,2,2,2,3,2.0,5,2,2.0,1
1,0,0,5.0,0.0,2,5,2,3,4,5.0,4,5,5.0,1
1,0,1,0.0,0.0,1,2,3,3,3,4.0,2,3,3.0,0
0,0,1,158.0,147.0,3,4,1,1,3,3.5396954922943435,3,2,4.0,0
1,0,1,30.0,36.0,5,1,1,1,1,3.0,1,1,4.0,0
1,0,0,37.0,18.0,3,4,3,4,4,4.0,3,4,3.0,0
0,0,1,2.0,0.0,2,3,5,5,5,4.0,3,5,3.0,0
1,0,0,5.0,0.0,3,4,3,3,5,4.0,2,4,2.0,0
0,0,1,0.0,0.0,3,4,3,4,4,5.0,3,4,5.0,0
1,0,0,3.0,0.0,5,3,3,1,4,3.0,2,3,2.0,0
1,0,0,43.0,31.0,2,2,4,2,4,2.0,2,2,2.0,0
0,0,1,0.0,0.0,1,3,5,5,5,2.0,1,5,5.0,0
0,0,1,151.0,131.0,0,1,5,5,0,3.5396954922943435,1,2,4.0,0
0,0,1,102.0,85.0,3,4,2,4,4,4.0,3,4,4.0,0
1,0,0,114.0,111.0,5,4,3,1,2,4.0,3,4,3.0,0
0,0,1,4.0,0.0,2,5,1,1,1,2.0,2,1,5.0,0
1,1,1,25.0,41.0,0,2,5,3,4,2.0,0,2,4.0,1
1,1,1,30.0,6.0,5,5,4,4,4,4.0,5,4,5.0,1
1,1,1,41.0,70.0,3,5,2,2,2,5.0,3,2,5.0,0
1,1,1,0.0,0.0,4,1,4,4,5,3.5396954922943435,4,1,3.5305437342478205,0
1,1,1,150.0,168.0,2,3,3,3,2,3.0,2,3,4.0,0
1,1,1,3.0,0.0,3,5,5,5,5,4.0,3,5,3.0,0
1,1,1,0.0,0.0,1,3,4,1,1,3.0,1,3,3.0,0
1,1,1,0.0,0.0,3,3,5,5,5,5.0,2,5,4.0,0
1,1,1,0.0,14.0,3,3,3,3,3,5.0,3,3,4.0,0
1,1,1,2.0,0.0,2,5,1,1,1,4.0,2,1,4.0,0
1,1,1,4.0,0.0,2,5,5,5,4,5.0,2,5,3.0,0
1,1,1,0.0,0.0,5,1,4,4,5,3.5396954922943435,5,1,3.5305437342478205,1
1,1,1,3.0,0.0,2,1,4,4,4,4.0,2,4,2.0,0
1,1,1,22.0,16.0,1,2,5,5,5,5.0,1,5,5.0,0
1,1,1,0.0,0.0,2,5,4,1,1,4.0,2,1,4.0,0
1,1,1,6.0,0.0,2,1,2,2,2,3.0,2,2,4.0,0
1,1,1,40.0,17.0,3,1,5,5,5,4.0,3,5,2.0,0
1,1,1,5.0,0.0,3,2,4,5,2,2.0,3,2,2.0,0
1,1,1,21.0,10.0,3,4,4,4,4,5.0,3,4,3.0,0
1,1,1,0.0,0.0,1,4,3,4,4,3.0,1,4,4.0,0
1,1,1,0.0,0.0,0,2,4,3,4,2.0,0,2,2.0,1
1,1,1,2.0,0.0,1,5,5,5,5,2.0,1,5,4.0,0
1,1,1,19.0,15.0,4,3,4,4,4,5.0,4,4,4.0,0
1,1,1,0.0,2.0,1,2,5,4,3,2.0,1,2,2.0,0
1,1,1,0.0,0.0,2,4,3,3,3,3.5396954922943435,2,3,2.0,0
1,1,1,3.0,0.0,2,3,4,5,5,3.0,2,3,3.0,0
1,1,1,11.0,0.0,4,4,3,4,4,5.0,4,4,4.0,0
1,1,1,0.0,0.0,3,4,3,1,2,4.0,3,4,4.0,0
1,1,1,5.0,1.0,2,5,4,5,3,5.0,2,5,5.0,0
1,1,1,10.0,0.0,0,1,2,2,2,3.0,0,2,2.0,1
1,1,1,6.0,0.0,2,1,3,5,3,3.5396954922943435,2,1,3.5305437342478205,0
1,1,1,0.0,0.0,0,5,5,5,5,5.0,1,5,4.0,0
1,1,1,30.0,7.0,3,3,4,4,4,3.0,3,4,4.0,0
1,1,1,22.0,24.0,3,3,4,5,5,4.0,3,5,3.5305437342478205,0
1,1,1,24.0,19.0,2,3,2,5,5,5.0,3,5,4.0,0
1,1,1,0.0,0.0,3,4,4,2,2,5.0,3,2,5.0,0
1,1,1,0.0,21.0,2,2,5,4,4,4.0,2,4,4.0,0
1,1,1,3.0,0.0,4,4,1,1,1,5.0,4,1,5.0,0
1,1,1,0.0,21.0,3,5,4,5,3,5.0,3,5,5.0,0
1,1,1,11.0,4.0,1,4,1,1,1,5.0,1,1,4.0,0
1,1,1,131.0,125.0,3,2,4,4,3,5.0,3,4,5.0,0
1,1,1,0.0,0.0,1,3,3,3,3,5.0,2,3,3.0,0
1,1,1,25.0,6.0,1,4,1,1,1,4.0,1,1,4.0,0
1,1,1,26.0,24.0,2,3,1,1,1,4.0,2,1,4.0,0
1,1,1,27.0,25.0,2,5,5,5,5,4.0,2,5,5.0,0
1,1,1,0.0,0.0,2,3,1,1,1,5.0,2,1,3.0,0
1,1,1,0.0,1.0,2,1,5,5,5,3.5396954922943435,2,1,3.5305437342478205,0
1,1,1,0.0,0.0,1,2,5,3,3,2.0,1,2,5.0,0
1,1,1,0.0,0.0,2,5,4,4,4,3.5396954922943435,2,4,4.0,0
1,1,1,2.0,0.0,1,3,4,4,4,5.0,0,4,4.0,1
1,1,1,45.0,28.0,2,4,1,1,1,5.0,1,1,4.0,0
1,1,1,0.0,0.0,2,2,5,2,5,2.0,2,2,4.0,0
1,1,1,9.0,12.0,3,4,3,5,5,4.0,3,5,4.0,0
1,1,1,16.0,23.0,4,5,4,3,3,4.0,3,3,4.0,0
1,1,1,11.0,0.0,2,4,3,3,3,4.0,2,3,5.0,0
1,1,1,0.0,6.0,4,1,4,4,4,3.0,4,4,4.0,0
1,1,1,11.0,0.0,1,3,1,1,1,3.0,1,1,3.0,0
1,0,0,3.0,2.0,2,4,5,4,2,4.0,2,4,4.0,1
0,0,0,0.0,0.0,3,5,3,2,2,5.0,3,2,4.0,0
1,0,0,1.0,0.0,5,4,5,3,4,4.0,5,4,4.0,1
1,0,0,24.0,15.0,3,3,4,4,5,3.0,3,3,3.0,1
0,0,0,0.0,4.0,3,3,1,1,1,4.0,3,1,5.0,0
1,0,0,4.0,0.0,1,4,4,5,2,4.0,1,4,4.0,1
0,0,2,36.0,15.0,3,1,4,4,4,3.0,3,4,4.0,0
1,0,0,0.0,0.0,5,1,5,4,3,3.5396954922943435,5,1,3.5305437342478205,1
1,0,2,0.0,0.0,2,2,3,4,4,4.0,4,4,4.0,0
1,0,0,0.0,0.0,4,5,4,3,4,5.0,5,5,5.0,1
1,0,2,10.0,1.0,1,1,2,2,2,3.0,2,2,3.0,0
1,0,2,11.0,0.0,4,2,1,1,1,4.0,1,1,4.0,0
1,0,2,17.0,9.0,1,2,3,3,3,3.0,3,3,4.0,0
0,0,2,0.0,0.0,5,3,1,1,1,5.0,5,1,4.0,1
1,0,2,0.0,0.0,1,3,4,5,5,3.5396954922943435,5,5,2.0,1
1,1,2,0.0,0.0,2,1,4,5,2,3.5396954922943435,2,1,3.5305437342478205,0
1,1,2,14.0,8.0,0,1,5,5,5,5.0,0,5,3.0,1
1,1,2,1.0,0.0,1,3,4,5,3,3.0,1,3,5.0,0
1,1,2,10.0,8.0,2,3,5,5,5,4.0,2,5,5.0,0
1,1,2,0.0,0.0,2,2,5,5,5,2.0,2,5,2.0,0
1,1,2,0.0,0.0,4,3,3,3,3,5.0,4,3,3.0,0
1,1,2,20.0,4.0,1,4,2,2,2,4.0,2,2,5.0,0
1,1,2,0.0,0.0,0,5,3,1,5,5.0,1,5,5.0,0
1,1,2,0.0,0.0,2,5,5,4,2,5.0,2,5,5.0,0
1,1,2,0.0,0.0,1,3,2,2,2,4.0,2,2,4.0,0
1,1,2,26.0,30.0,3,1,5,3,3,3.5396954922943435,3,1,3.5305437342478205,0
1,1,2,0.0,0.0,3,1,3,5,5,3.0,3,5,3.0,0
1,1,2,17.0,0.0,2,4,2,2,2,5.0,2,2,5.0,0
1,1,2,4.0,0.0,5,1,2,4,3,3.5396954922943435,5,1,3.5305437342478205,1
0,0,0,3.0,2.0,2,4,2,2,2,5.0,2,2,5.0,0
1,1,0,0.0,3.0,0,3,4,1,2,3.0,0,3,3.0,1
1,0,0,46.0,21.0,3,5,5,4,4,5.0,3,5,5.0,1
0,0,0,78.0,56.0,4,3,2,2,2,5.0,4,2,3.0,1
1,0,0,21.0,8.0,4,4,5,5,5,4.0,4,5,5.0,1
0,0,0,14.0,1.0,5,3,4,4,4,5.0,5,4,5.0,1
1,0,0,5.0,0.0,4,5,4,3,4,5.0,2,5,5.0,1
1,0,0,0.0,9.0,4,4,4,4,2,4.0,1,4,4.0,1
1,0,0,80.0,63.0,1,4,4,4,2,4.0,1,4,4.0,1
1,0,1,0.0,5.0,4,1,1,2,2,4.0,2,2,4.0,0
0,0,1,10.0,0.0,2,3,1,1,1,3.0,2,1,4.0,0
1,0,0,0.0,11.0,3,3,5,5,5,4.0,5,5,5.0,1
0,0,1,0.0,4.0,1,3,2,2,2,4.0,1,2,5.0,0
1,0,1,0.0,0.0,5,2,3,3,3,4.0,3,3,2.0,0
1,0,1,67.0,48.0,5,2,3,3,3,3.0,3,3,2.0,0
1,0,0,67.0,47.0,4,3,5,5,5,4.0,4,5,3.0,1
1,0,1,2.0,0.0,0,2,3,3,3,4.0,0,3,5.0,1
0,0,1,22.0,14.0,2,1,1,1,1,4.0,2,1,4.0,0
1,0,0,0.0,0.0,2,5,5,3,1,5.0,1,5,5.0,1
1,0,0,42.0,6.0,5,5,4,3,3,5.0,5,5,5.0,1
1,0,0,97.0,78.0,2,5,5,3,2,5.0,2,5,5.0,1
0,0,2,0.0,0.0,2,3,5,5,5,5.0,2,5,2.0,0
1,1,2,29.0,5.0,2,5,1,1,1,4.0,2,1,4.0,0
1,1,2,13.0,4.0,2,1,1,1,1,4.0,2,1,4.0,0
1,1,0,0.0,0.0,4,1,4,1,5,3.5396954922943435,4,1,3.5305437342478205,0
1,0,0,0.0,0.0,5,2,5,5,2,2.0,5,2,2.0,1
0,0,0,0.0,0.0,1,5,3,3,3,5.0,2,3,5.0,0
0,0,0,88.0,79.0,3,3,2,2,2,4.0,3,2,5.0,0
1,0,0,18.0,2.0,3,2,4,3,3,2.0,3,2,2.0,1
1,0,0,22.0,24.0,3,5,5,3,4,5.0,2,5,5.0,1
1,0,0,3.0,5.0,2,3,5,5,5,4.0,2,5,5.0,1
0,0,0,0.0,6.0,5,5,2,1,1,5.0,4,1,4.0,1
1,0,0,0.0,9.0,4,4,4,3,3,4.0,4,4,4.0,1
0,0,0,2.0,0.0,2,3,3,3,3,5.0,2,3,4.0,0
1,0,0,13.0,3.0,1,5,5,5,3,5.0,1,5,5.0,1
0,0,1,46.0,37.0,0,4,1,1,1,2.0,1,1,3.5305437342478205,0
1,0,1,0.0,0.0,2,2,1,1,1,3.0,1,1,2.0,0
1,0,0,0.0,3.0,4,5,5,3,5,5.0,4,5,5.0,1
1,0,0,1.0,4.0,4,2,1,1,1,4.0,1,1,4.0,0
1,0,0,0.0,2.0,1,5,4,4,4,4.0,1,4,5.0,1
1,0,0,0.0,0.0,5,5,2,2,3,5.0,5,5,4.0,1
1,1,1,1.0,3.0,4,2,4,4,5,2.0,4,2,2.0,0
1,1,1,7.0,0.0,4,4,1,1,1,4.0,4,1,3.0,0
1,1,1,27.0,33.0,3,3,5,5,5,5.0,3,5,4.0,0
1,1,1,29.0,19.0,3,5,2,2,2,5.0,3,2,4.0,0
1,1,1,124.0,111.0,1,2,5,5,5,2.0,1,5,2.0,0
1,1,1,0.0,7.0,4,3,3,1,3,3.0,4,3,3.0,0
1,1,1,0.0,0.0,3,5,5,4,3,5.0,3,5,2.0,0
0,0,2,17.0,24.0,3,1,1,1,1,4.0,3,1,4.0,0
1,1,2,2.0,0.0,4,2,3,2,2,4.0,4,2,2.0,0
0,0,0,0.0,0.0,3,3,3,2,2,5.0,3,2,4.0,0
0,0,0,0.0,0.0,4,4,2,5,5,5.0,4,5,4.0,1
1,0,1,40.0,33.0,4,4,2,3,2,4.0,4,4,4.0,0
1,0,0,10.0,0.0,2,2,3,1,1,2.0,2,2,2.0,0
1,0,0,4.0,0.0,1,4,1,4,3,4.0,4,4,4.0,0
1,0,0,40.0,24.0,3,1,3,2,1,3.5396954922943435,1,1,3.5305437342478205,0
0,0,0,0.0,2.0,3,4,3,3,3,3.0,3,3,2.0,0
1,0,0,31.0,16.0,4,3,3,3,3,4.0,3,3,2.0,0
1,0,0,4.0,0.0,2,3,5,5,3,3.0,2,3,3.0,1
1,0,1,0.0,0.0,2,1,3,3,3,3.0,3,3,4.0,0
0,0,1,46.0,16.0,3,3,4,4,4,4.0,3,4,3.0,0
1,0,0,6.0,0.0,4,4,5,5,5,4.0,4,4,4.0,1
1,1,1,0.0,0.0,3,3,4,4,4,3.0,4,3,5.0,1
1,1,1,16.0,45.0,4,5,5,5,3,5.0,4,5,5.0,1
1,0,0,0.0,0.0,5,2,5,3,2,2.0,5,2,2.0,1
1,0,0,0.0,4.0,1,5,5,5,2,5.0,1,5,5.0,1
1,0,0,0.0,0.0,2,2,5,3,5,2.0,2,2,2.0,1
1,0,0,64.0,48.0,2,4,2,2,2,3.0,2,2,3.0,0
0,0,0,23.0,11.0,5,3,2,2,2,4.0,5,2,4.0,1
1,0,1,0.0,0.0,3,1,2,2,2,2.0,1,2,3.5305437342478205,0
1,1,1,25.0,16.0,4,3,1,1,1,5.0,4,1,4.0,0
1,1,1,1.0,0.0,2,5,3,2,2,5.0,2,2,3.0,0
1,0,0,17.0,36.0,3,4,5,3,3,4.0,3,4,4.0,1
1,0,0,0.0,18.0,2,4,4,4,4,5.0,2,5,5.0,1
0,0,0,0.0,16.0,3,4,4,4,4,3.0,3,4,3.0,0
1,0,0,242.0,221.0,4,2,5,5,4,5.0,4,5,5.0,1
1,1,0,0.0,0.0,4,2,2,3,4,2.0,4,2,2.0,0
1,1,0,0.0,96.0,2,4,4,4,2,4.0,2,4,4.0,0
1,1,0,0.0,0.0,1,3,4,3,5,3.0,1,3,3.0,0
1,1,0,0.0,0.0,2,1,4,4,4,2.0,2,4,3.0,0
1,1,0,0.0,0.0,2,4,5,1,5,4.0,2,4,4.0,0
1,1,0,0.0,14.0,4,3,4,4,3,3.0,4,3,3.0,0
1,1,0,163.0,123.0,3,3,2,2,3,4.0,3,4,3.0,0
1,1,0,205.0,201.0,3,3,3,3,3,3.0,3,4,4.0,0
1,1,0,156.0,152.0,4,3,1,1,4,5.0,4,5,4.0,0
1,0,0,0.0,1.0,5,5,5,5,5,5.0,4,5,5.0,1
0,0,1,2.0,37.0,4,5,4,4,4,5.0,4,5,5.0,1
1,0,0,0.0,26.0,1,5,5,5,5,3.0,1,4,4.0,1
1,0,0,0.0,8.0,1,4,5,5,3,4.0,1,4,4.0,1
1,0,0,7.0,11.0,4,5,5,5,2,5.0,4,5,5.0,1
1,0,0,0.0,7.0,2,4,5,4,5,4.0,1,4,4.0,1
1,0,0,2.0,0.0,2,4,5,5,3,4.0,2,4,4.0,1
1,0,0,14.0,3.0,1,5,4,3,2,5.0,3,5,5.0,1
0,0,0,1.0,0.0,4,5,2,2,2,5.0,4,2,5.0,0
1,0,0,2.0,0.0,1,5,5,3,3,5.0,1,5,5.0,1
1,0,0,0.0,0.0,4,5,4,3,3,5.0,5,5,5.0,1
1,0,0,190.0,185.0,4,3,3,3,3,4.0,4,4,5.0,1
0,0,0,0.0,10.0,4,3,4,4,4,4.0,4,4,5.0,1
1,0,1,0.0,0.0,4,4,3,3,3,3.0,3,3,3.5305437342478205,0
1,0,0,0.0,0.0,5,2,4,5,2,2.0,5,2,2.0,1
1,0,0,3.0,0.0,1,5,5,3,2,5.0,1,5,5.0,1
0,0,0,32.0,4.0,1,5,4,2,2,4.0,2,2,4.0,0
1,0,0,10.0,0.0,3,1,3,1,1,3.5396954922943435,1,1,3.5305437342478205,0
0,0,0,0.0,39.0,5,4,5,5,5,4.0,5,5,3.0,1
1,0,0,5.0,9.0,4,4,4,4,4,4.0,4,4,4.0,1
0,0,0,0.0,0.0,3,3,1,4,4,5.0,3,4,5.0,0
0,0,0,0.0,0.0,4,4,3,3,3,5.0,4,3,3.0,1
1,0,1,30.0,9.0,4,3,4,4,4,4.0,4,4,4.0,0
0,0,1,0.0,0.0,4,5,3,3,3,4.0,4,3,3.0,1
1,0,0,1.0,0.0,4,4,4,4,5,4.0,4,4,4.0,1
0,0,1,48.0,42.0,5,5,4,4,4,4.0,5,4,3.0,1
1,0,0,18.0,0.0,2,1,2,1,2,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,0.0,3.0,1,5,4,4,4,5.0,1,5,5.0,1
1,0,0,0.0,0.0,4,4,2,4,4,4.0,4,4,4.0,0
1,0,0,0.0,0.0,1,2,3,3,3,2.0,2,2,2.0,0
1,0,0,35.0,9.0,4,4,5,5,5,5.0,4,5,4.0,1
0,0,0,35.0,25.0,4,4,2,5,5,4.0,4,5,4.0,1
0,0,1,11.0,18.0,3,4,5,3,3,4.0,3,3,4.0,0
1,0,1,75.0,34.0,1,3,2,2,2,2.0,2,2,3.5305437342478205,0
1,0,0,157.0,171.0,2,1,2,2,2,3.0,2,1,4.0,0
0,0,0,1.0,0.0,1,3,5,5,5,5.0,1,5,5.0,0
1,0,0,26.0,3.0,4,3,4,4,4,4.0,4,4,5.0,1
1,0,0,91.0,109.0,1,2,4,4,2,2.0,2,2,2.0,0
0,0,1,6.0,0.0,2,3,1,1,1,4.0,2,1,2.0,0
1,0,0,0.0,0.0,2,1,3,1,4,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,6.0,0.0,4,1,4,4,4,4.0,3,4,4.0,1
1,1,1,8.0,7.0,5,1,1,1,1,2.0,5,1,5.0,1
1,1,1,32.0,34.0,3,5,2,2,2,5.0,3,2,4.0,0
1,1,1,12.0,9.0,4,5,3,3,3,4.0,3,3,5.0,0
1,1,1,0.0,0.0,4,2,1,1,1,3.5396954922943435,4,1,5.0,0
1,1,1,6.0,0.0,2,1,1,1,1,2.0,2,1,3.5305437342478205,0
0,1,1,0.0,0.0,1,4,4,4,4,4.0,1,4,4.0,0
1,1,1,40.0,15.0,3,5,5,5,5,2.0,3,5,5.0,0
1,1,1,40.0,39.0,1,3,1,1,1,3.0,1,1,4.0,0
1,1,1,4.0,0.0,4,4,3,3,3,4.0,4,3,5.0,1
1,1,1,0.0,0.0,1,5,5,5,5,5.0,1,5,3.0,0
1,1,1,54.0,48.0,2,4,4,5,5,4.0,2,5,3.0,0
1,1,1,0.0,4.0,3,4,5,5,4,4.0,3,4,4.0,0
1,1,1,0.0,0.0,2,3,1,1,1,2.0,3,1,3.0,0
1,1,1,0.0,0.0,5,4,1,5,5,4.0,5,4,4.0,1
1,1,1,1.0,0.0,2,1,5,4,4,3.5396954922943435,2,1,3.5305437342478205,0
1,0,0,0.0,0.0,3,4,5,5,4,4.0,2,4,4.0,1
1,0,0,88.0,64.0,2,2,5,5,3,2.0,2,2,2.0,1
1,0,0,0.0,10.0,1,5,5,5,3,5.0,1,5,5.0,1
1,0,0,0.0,11.0,3,4,4,5,2,4.0,3,4,4.0,1
1,0,2,0.0,0.0,4,1,1,1,1,3.0,2,1,3.0,0
1,0,0,107.0,89.0,2,5,4,4,4,5.0,2,5,5.0,1
0,0,0,0.0,0.0,3,5,5,3,3,4.0,4,3,3.0,1
1,1,2,0.0,5.0,1,1,4,3,5,3.5396954922943435,1,1,3.5305437342478205,0
1,1,2,0.0,3.0,3,5,1,1,1,4.0,3,1,4.0,0
1,1,2,6.0,11.0,2,4,3,3,3,4.0,2,3,4.0,0
1,1,2,31.0,0.0,4,2,2,4,4,3.0,4,4,3.0,0
1,0,0,21.0,15.0,2,4,5,3,2,4.0,2,4,4.0,1
1,0,0,1.0,18.0,4,3,5,5,5,3.0,4,3,3.0,1
1,0,0,0.0,0.0,1,3,5,5,5,4.0,2,5,5.0,1
0,0,0,22.0,15.0,2,3,2,4,4,4.0,1,4,5.0,0
1,0,0,9.0,0.0,5,5,4,3,5,5.0,3,5,5.0,1
1,0,0,61.0,50.0,3,4,4,3,4,4.0,3,4,4.0,1
1,0,0,15.0,8.0,3,4,4,3,3,4.0,3,4,4.0,1
1,0,0,0.0,0.0,4,2,4,1,5,2.0,2,2,2.0,0
0,0,0,0.0,0.0,5,3,3,3,3,3.0,4,3,3.0,0
1,1,0,0.0,0.0,3,5,4,4,4,3.5396954922943435,3,4,2.0,0
1,1,0,2.0,0.0,3,2,5,4,4,3.5396954922943435,3,4,5.0,0
1,1,0,0.0,0.0,5,3,5,5,5,4.0,5,5,4.0,1
1,1,0,2.0,0.0,3,4,5,5,5,3.5396954922943435,3,5,4.0,0
0,0,0,5.0,0.0,5,4,4,4,4,4.0,5,4,3.0,1
1,0,1,0.0,0.0,5,1,4,3,5,3.5396954922943435,1,1,3.5305437342478205,0
0,0,1,0.0,0.0,4,5,2,1,1,5.0,3,1,4.0,1
1,0,1,4.0,0.0,3,4,2,2,2,4.0,2,2,3.0,0
1,0,0,0.0,0.0,4,4,4,4,4,4.0,3,4,3.0,1
1,0,0,42.0,37.0,3,2,5,4,4,2.0,3,2,2.0,1
0,0,0,9.0,0.0,3,5,3,3,3,5.0,3,3,5.0,0
0,0,0,0.0,30.0,5,3,3,3,3,5.0,5,3,4.0,1
0,0,0,0.0,0.0,5,4,4,4,4,4.0,4,4,4.0,0
1,0,0,2.0,0.0,5,5,4,4,4,5.0,5,4,4.0,1
1,0,0,12.0,0.0,3,5,5,3,2,5.0,3,5,5.0,1
1,0,0,0.0,0.0,4,4,5,3,4,4.0,5,4,4.0,1
1,0,0,0.0,0.0,3,1,3,3,3,4.0,3,3,2.0,0
1,0,0,2.0,0.0,5,5,4,4,4,5.0,5,5,5.0,1
1,0,0,0.0,0.0,5,4,5,5,5,5.0,1,5,3.0,1
1,0,0,0.0,14.0,4,2,2,2,2,4.0,2,2,4.0,0
1,0,1,0.0,0.0,0,2,5,5,5,4.0,1,5,2.0,0
1,0,0,4.0,0.0,4,3,4,4,4,4.0,4,4,5.0,1
1,0,0,7.0,7.0,3,4,5,3,4,4.0,1,4,4.0,1
1,0,0,134.0,123.0,3,5,4,4,4,5.0,2,5,4.0,1
1,0,0,0.0,0.0,4,3,5,5,5,3.0,1,3,3.0,1
1,0,0,5.0,0.0,4,4,4,5,2,4.0,3,4,4.0,1
0,0,1,6.0,0.0,3,2,1,1,1,3.0,3,1,3.5305437342478205,0
1,0,0,0.0,5.0,5,4,4,4,4,4.0,5,4,3.0,1
1,0,0,51.0,25.0,4,2,2,2,2,3.0,2,2,3.0,0
1,0,0,12.0,18.0,3,5,4,4,4,4.0,3,4,4.0,1
1,0,0,177.0,149.0,5,5,5,5,5,3.0,5,3,5.0,1
1,0,0,0.0,0.0,1,3,5,4,3,3.0,3,3,3.0,1
1,0,0,0.0,7.0,3,5,5,4,5,5.0,3,5,5.0,1
1,0,0,4.0,0.0,3,5,4,5,5,5.0,3,5,5.0,1
1,0,1,61.0,36.0,3,1,4,2,3,3.5396954922943435,1,1,3.5305437342478205,0
1,0,1,52.0,52.0,3,3,3,3,3,3.0,3,3,3.5305437342478205,0
1,0,1,0.0,0.0,2,3,2,2,2,3.0,2,2,3.5305437342478205,0
1,0,0,1.0,0.0,2,3,3,1,2,3.0,3,3,3.0,0
1,0,0,2.0,6.0,2,4,2,2,5,4.0,4,4,4.0,0
0,0,1,0.0,0.0,5,5,2,2,2,5.0,5,2,3.0,1
1,0,0,11.0,2.0,3,5,5,4,4,5.0,1,5,5.0,1
1,0,0,13.0,0.0,1,5,4,3,3,5.0,1,5,5.0,1
1,0,0,10.0,3.0,1,4,4,3,3,4.0,1,4,4.0,1
1,0,1,2.0,0.0,5,2,3,2,5,2.0,2,2,2.0,0
1,0,0,9.0,0.0,3,3,5,5,5,4.0,3,5,3.0,1
1,0,0,5.0,27.0,5,4,5,4,4,4.0,5,4,4.0,1
0,0,1,0.0,0.0,3,5,4,4,4,5.0,3,4,4.0,0
0,0,1,0.0,14.0,2,1,1,1,1,4.0,2,1,3.0,0
1,0,1,8.0,0.0,5,1,2,2,2,3.0,3,2,2.0,0
0,0,1,88.0,53.0,2,1,5,2,2,3.0,2,2,2.0,0
1,0,0,22.0,6.0,3,3,3,4,1,3.0,3,3,3.0,0
0,0,1,22.0,19.0,3,2,4,4,4,2.0,3,4,3.0,0
1,0,0,10.0,0.0,5,1,4,4,4,4.0,4,4,3.0,0
0,0,0,0.0,0.0,4,5,2,2,2,5.0,3,2,4.0,0
1,0,0,12.0,0.0,5,4,4,4,4,5.0,5,4,5.0,1
1,0,0,0.0,0.0,4,1,2,1,1,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,6.0,3.0,3,1,1,1,1,3.0,1,1,4.0,0
0,0,0,0.0,0.0,4,4,5,5,5,4.0,4,5,5.0,0
0,0,1,2.0,0.0,2,4,1,1,1,4.0,1,1,4.0,0
1,0,0,11.0,0.0,3,1,4,4,2,3.5396954922943435,1,1,3.5305437342478205,0
0,0,1,0.0,0.0,3,1,1,1,1,3.0,3,1,2.0,0
0,0,1,4.0,21.0,4,3,1,1,1,3.0,4,1,4.0,0
0,0,0,1.0,0.0,4,5,1,1,1,5.0,4,1,3.0,1
1,0,1,7.0,29.0,1,3,3,2,2,3.0,2,2,3.0,0
1,0,0,4.0,0.0,4,4,4,4,2,4.0,4,4,4.0,1
0,0,0,10.0,0.0,3,5,2,2,2,5.0,4,2,3.0,1
1,0,0,3.0,0.0,2,3,5,5,5,4.0,2,5,4.0,1
0,0,1,87.0,81.0,1,1,5,5,5,3.0,1,5,2.0,0
1,0,0,2.0,0.0,4,4,2,4,1,4.0,1,4,4.0,1
0,0,1,4.0,3.0,5,5,1,4,4,5.0,5,4,2.0,1
1,0,0,0.0,0.0,3,4,1,3,1,4.0,3,4,4.0,1
0,0,1,31.0,0.0,4,2,2,2,2,3.0,4,2,3.0,0
1,0,0,2.0,0.0,3,3,2,2,2,2.0,2,2,3.5305437342478205,0
1,0,0,1.0,0.0,5,4,2,3,3,4.0,5,4,4.0,1
1,1,1,9.0,0.0,3,4,1,2,2,5.0,3,2,3.0,0
1,1,1,21.0,0.0,2,4,2,2,2,4.0,2,2,4.0,0
1,1,1,15.0,0.0,3,2,4,4,4,3.0,3,4,4.0,0
1,1,1,0.0,0.0,2,3,2,2,2,5.0,2,2,3.0,0
1,1,1,7.0,5.0,1,5,1,1,1,5.0,2,1,5.0,0
1,1,1,38.0,36.0,2,2,5,5,5,2.0,2,5,5.0,0
1,1,1,1.0,0.0,3,4,1,5,5,5.0,3,5,4.0,0
1,1,1,31.0,35.0,2,4,4,5,4,4.0,2,4,4.0,0
1,1,1,0.0,0.0,3,2,2,4,3,2.0,3,2,2.0,0
1,1,1,13.0,0.0,2,1,2,2,2,4.0,2,2,4.0,0
1,1,1,1.0,0.0,2,2,5,5,5,4.0,2,5,3.0,0
1,1,1,30.0,23.0,1,2,1,1,1,4.0,1,1,3.0,0
1,1,1,2.0,0.0,3,2,4,2,2,5.0,3,2,3.0,0
1,1,1,0.0,0.0,3,1,1,2,2,3.0,3,2,3.0,0
1,1,1,16.0,102.0,3,3,4,4,4,5.0,3,4,4.0,0
1,1,1,7.0,22.0,3,2,1,1,1,3.0,3,1,4.0,0
1,1,1,15.0,0.0,4,4,5,5,5,2.0,4,5,2.0,0
1,1,1,0.0,0.0,2,2,1,2,2,3.0,2,2,3.0,0
1,1,1,39.0,0.0,4,3,3,3,3,3.0,4,3,3.0,0
1,1,1,0.0,0.0,4,3,4,5,5,3.5396954922943435,4,5,3.0,0
